ID,VALOR_CREDITO,SEXO,EDUCACAO,ESTADO_CIVIL,IDADE,FATURA_Semtembro,FATURA_Agosto,FATURA_Julho,FATURA_Junho,FATURA_Maio,FATURA_Abril,INADIMPLENTE
1757,130000,Masculino,Pós-Graduação,Solteiro(a),34,31179,30569,28659,26952,15852,0,Não
1758,360000,Feminino,Pós-Graduação,Solteiro(a),32,0,0,0,0,0,0,Não
1759,80000,Feminino,Superior,Casado(a),36,20366,21084,22411,23624,23964,25661,Não
1760,50000,Masculino,Superior,Solteiro(a),26,0,0,0,0,0,0,Não
1761,290000,Feminino,Pós-Graduação,Casado(a),33,7064,1875,1814,8537,25576,13475,Não
1762,200000,Masculino,Pós-Graduação,Casado(a),53,195050,0,0,0,1000,0,Não
1763,20000,Masculino,Superior,Solteiro(a),27,18290,20144,19106,19292,0,0,Não
1764,500000,Masculino,Pós-Graduação,Solteiro(a),33,5379,2062,10515,4158,7958,-196,Não
1765,130000,Feminino,Pós-Graduação,Solteiro(a),26,22415,21146,23647,22984,24315,23155,Não
1766,30000,Feminino,Pós-Graduação,Solteiro(a),27,23447,24563,25650,26222,26800,27554,Sim
1767,20000,Feminino,Pós-Graduação,Solteiro(a),24,7919,8637,9339,10029,10615,11285,Sim
1768,70000,Feminino,Superior,Solteiro(a),26,30139,8241,8398,8864,9301,10702,Não
1769,200000,Masculino,Pós-Graduação,Solteiro(a),27,4890,3630,4882,10955,10435,1665,Não
1770,50000,Feminino,Superior,Casado(a),46,569,1436,3220,6592,5085,1050,Sim
1771,360000,Masculino,Superior,Casado(a),56,750,1224,3206,291,951,2941,Não
1772,50000,Feminino,Ensino Médio,Casado(a),56,33197,34961,28913,29093,29306,29506,Não
1773,180000,Feminino,Ensino Médio,Casado(a),26,32023,20233,0,0,0,0,Não
1774,50000,Masculino,Superior,Solteiro(a),25,7180,6922,7849,8018,8884,8593,Sim
1775,120000,Feminino,Pós-Graduação,Solteiro(a),28,-8,2046,0,409,872,1539,Não
1776,80000,Feminino,Superior,Casado(a),37,15234,16893,17834,17250,18470,18023,Sim
1777,330000,Feminino,Pós-Graduação,Casado(a),47,2246,13990,20992,681,0,5180,Não
1778,40000,Masculino,Ensino Médio,Casado(a),43,41094,36554,37568,38314,39141,40231,Sim
1779,50000,Masculino,Superior,Solteiro(a),26,27570,28820,29400,5124,6874,7654,Não
1780,80000,Masculino,Ensino Médio,Casado(a),48,71515,70287,61892,26779,25464,25993,Não
1781,450000,Masculino,Pós-Graduação,Casado(a),41,697,500,0,0,461,-3,Não
1782,30000,Feminino,Ensino Médio,Casado(a),48,27947,27035,27876,26640,25896,25481,Não
1783,160000,Masculino,Superior,Casado(a),28,62312,66965,67648,66020,67386,68336,Não
1784,80000,Feminino,Pós-Graduação,Solteiro(a),22,10439,11501,12113,-33,2748,90,Não
1785,400000,Masculino,Superior,Casado(a),34,52271,56788,60049,60876,65178,45933,Não
1786,220000,Masculino,Superior,Casado(a),60,1994,1598,6944,7161,1534,11248,Sim
1787,40000,Feminino,Superior,Casado(a),25,21590,24326,23642,25936,25384,26905,Sim
1788,280000,Feminino,Superior,Solteiro(a),27,82742,153791,85601,108984,105275,117635,Não
1789,50000,Feminino,Pós-Graduação,Solteiro(a),25,50380,38712,0,0,0,0,Não
1790,110000,Masculino,Superior,Solteiro(a),26,106417,103587,56676,47332,45171,47092,Não
1791,180000,Feminino,Pós-Graduação,Casado(a),44,2788,5646,13647,30848,15520,558,Não
1792,200000,Feminino,Pós-Graduação,Solteiro(a),26,18630,15996,16304,14973,20542,15810,Não
1793,390000,Feminino,Pós-Graduação,Solteiro(a),33,85538,79875,82853,82747,44143,38488,Não
1794,400000,Feminino,Pós-Graduação,Solteiro(a),29,5154,6016,7056,7310,9943,12849,Não
1795,120000,Feminino,Ensino Médio,Solteiro(a),37,776,1616,776,776,776,776,Sim
1796,200000,Masculino,Pós-Graduação,Solteiro(a),34,-800,-2685,-6144,-7905,-10213,-11060,Não
1797,280000,Masculino,Superior,Casado(a),33,207982,196055,182099,185925,188224,186529,Não
1798,230000,Feminino,Pós-Graduação,Solteiro(a),27,105217,107857,110177,60137,62035,64034,Não
1799,280000,Feminino,Pós-Graduação,Casado(a),36,21251,33746,8689,41652,9031,14106,Não
1800,130000,Masculino,Ensino Médio,Solteiro(a),28,132258,133781,133834,132336,132614,132208,Não
1801,160000,Feminino,Superior,Casado(a),35,776,1172,380,776,1172,380,Sim
1802,120000,Masculino,Ensino Médio,Casado(a),47,1051,671,291,1051,291,671,Não
1803,300000,Feminino,Ensino Médio,Casado(a),31,331,331,331,331,-1,199,Não
1804,20000,Feminino,Pós-Graduação,Solteiro(a),31,264,264,2227,1357,1357,4500,Não
1805,450000,Masculino,Pós-Graduação,Solteiro(a),31,10350,3629,3271,6271,2135,2546,Sim
1806,250000,Masculino,Superior,Casado(a),30,2419,28965,44179,37145,46733,46963,Não
1807,100000,Feminino,Superior,Casado(a),58,101249,101476,94893,101301,101451,99319,Não
1808,150000,Feminino,Superior,Solteiro(a),27,23165,24515,25592,24949,26846,26908,Não
1809,140000,Masculino,Superior,Solteiro(a),35,101038,66734,64018,64656,65341,66277,Não
1810,500000,Feminino,Pós-Graduação,Solteiro(a),46,33332,163500,60560,104734,41018,6258,Não
1811,20000,Masculino,Superior,Solteiro(a),36,3152,0,4956,10148,6979,8353,Não
1812,50000,Masculino,Superior,Solteiro(a),53,18922,19486,19917,20017,20146,20221,Não
1813,100000,Masculino,Superior,Solteiro(a),39,121895,107315,115214,83649,59993,62813,Sim
1814,200000,Feminino,Superior,Solteiro(a),27,186806,166153,157633,145423,146202,144685,Não
1815,150000,Feminino,Superior,Solteiro(a),37,86037,84679,82490,78890,75240,75639,Não
1816,80000,Masculino,Pós-Graduação,Solteiro(a),23,60130,59744,44031,48089,44789,30423,Não
1817,160000,Masculino,Pós-Graduação,Casado(a),40,0,567,4027,3100,2123,4899,Não
1818,180000,Feminino,Superior,Casado(a),44,816,803,2599,0,2311,2194,Não
1819,270000,Feminino,Pós-Graduação,Casado(a),32,23351,30960,180473,58839,21334,19080,Não
1820,180000,Feminino,Pós-Graduação,Solteiro(a),41,37353,24797,5549,22349,2974,0,Não
1821,120000,Masculino,Pós-Graduação,Casado(a),54,390,390,390,1878,390,930,Sim
1822,110000,Feminino,Pós-Graduação,Solteiro(a),29,48088,45980,44231,32489,26354,20221,Não
1823,50000,Feminino,Ensino Médio,Casado(a),61,42200,0,0,0,15883,16617,Não
1824,200000,Feminino,Ensino Médio,Solteiro(a),30,185723,166726,160181,161469,104232,151726,Não
1825,70000,Feminino,Ensino Médio,Casado(a),23,254,2746,1885,2216,1348,29873,Não
1826,360000,Feminino,Superior,Solteiro(a),30,23900,0,0,150,205150,0,Não
1827,260000,Feminino,Superior,Casado(a),35,425349,435873,445129,452162,258010,221780,Sim
1828,50000,Masculino,Ensino Médio,Casado(a),32,40992,35215,29156,18891,19443,19478,Não
1829,380000,Feminino,Superior,Casado(a),39,19261,81961,61189,38875,17876,13313,Não
1830,50000,Masculino,Superior,Solteiro(a),24,402,-2760,-3650,-3650,-3650,-3650,Não
1831,20000,Masculino,Ensino Médio,Casado(a),38,19805,19900,390,390,0,780,Sim
1832,270000,Masculino,,Solteiro(a),32,24089,51408,27067,40359,51264,34874,Não
1833,460000,Masculino,Pós-Graduação,Solteiro(a),32,386437,393742,392625,368365,377858,362132,Não
1834,60000,Masculino,Ensino Médio,Solteiro(a),24,58819,59810,56566,30627,30203,28648,Não
1835,200000,Feminino,Pós-Graduação,Casado(a),35,25663,14224,17560,3300,1920,2731,Não
1836,50000,Feminino,Superior,Solteiro(a),37,14008,13493,17259,16684,18017,17581,Sim
1837,20000,Feminino,Pós-Graduação,Solteiro(a),22,19760,18570,17604,11973,9517,6799,Não
1838,290000,Feminino,Superior,Casado(a),40,274558,256910,229566,148812,53157,47998,Sim
1839,110000,Feminino,Superior,Solteiro(a),36,116486,105604,96945,74171,70012,62256,Não
1840,160000,Feminino,Ensino Médio,Casado(a),51,142064,144900,146534,147955,145488,155041,Sim
1841,70000,Feminino,Superior,Casado(a),31,60058,49647,43968,41127,39137,28712,Não
1842,200000,Feminino,Pós-Graduação,Solteiro(a),39,0,0,0,0,2330,0,Sim
1843,80000,Feminino,Superior,Solteiro(a),40,78717,75873,68602,54617,55987,53895,Não
1844,20000,Masculino,Pós-Graduação,Solteiro(a),41,18803,18376,19342,19081,19799,18718,Sim
1845,210000,Masculino,Pós-Graduação,Solteiro(a),48,0,570,0,0,0,0,Não
1846,180000,Feminino,Ensino Médio,Casado(a),39,172488,72050,0,0,0,0,Sim
1847,50000,Masculino,Superior,Outros,53,34664,17242,18417,18877,18985,18184,Não
1848,30000,Masculino,Superior,Solteiro(a),26,31305,30527,30789,29504,30276,29695,Sim
1849,150000,Masculino,Pós-Graduação,Solteiro(a),30,6708,1098,1908,1589,9918,-16586,Não
1850,150000,Masculino,Pós-Graduação,Solteiro(a),28,1111,820,-311,-602,-893,-1184,Sim
1851,260000,Masculino,Pós-Graduação,Casado(a),43,0,2000,1620,8010,0,0,Não
1852,310000,Feminino,Pós-Graduação,Solteiro(a),30,304329,292848,279138,252703,248895,244026,Não
1853,150000,Feminino,Pós-Graduação,Solteiro(a),33,96066,98277,88202,48179,49426,50534,Não
1854,200000,Feminino,Pós-Graduação,Solteiro(a),27,16093,11163,11657,9423,9726,11070,Não
1855,150000,Masculino,Ensino Médio,Solteiro(a),45,99247,101194,81194,70590,72040,73423,Não
1856,220000,Feminino,Superior,Casado(a),54,8727,2553,147,0,0,0,Não
1857,540000,Feminino,Pós-Graduação,Solteiro(a),34,1784,892,946,946,946,946,Não
1858,280000,Masculino,Superior,Solteiro(a),30,204773,188704,185257,188344,179764,167051,Não
1859,230000,Masculino,Superior,Solteiro(a),32,49619,43435,41719,38072,33802,30435,Não
1860,50000,Masculino,Pós-Graduação,Casado(a),39,33849,36798,37890,37131,38381,39585,Não
1861,20000,Feminino,Superior,Solteiro(a),24,0,0,0,0,222,6345,Não
1862,10000,Masculino,Superior,Solteiro(a),35,8257,8001,7741,7481,7075,6815,Sim
1863,500000,Masculino,Pós-Graduação,Casado(a),46,407331,403816,386053,389008,392650,391336,Não
1864,50000,Feminino,Superior,Solteiro(a),24,49819,50135,32101,17401,19820,17399,Não
1865,420000,Feminino,Superior,Solteiro(a),35,7572,18847,16615,14156,9058,3281,Não
1866,50000,Feminino,Superior,Solteiro(a),23,21998,15299,32514,26479,27396,27789,Não
1867,280000,Feminino,Pós-Graduação,Solteiro(a),29,0,0,320,2139,0,0,Não
1868,50000,Masculino,Superior,Casado(a),46,3656,4400,0,1704,3715,-105,Não
1869,160000,Feminino,Ensino Médio,Casado(a),41,46017,47188,46134,47063,50034,51063,Sim
1870,40000,Feminino,Superior,Casado(a),23,33895,33068,35704,36173,36796,37288,Sim
1871,100000,Feminino,Superior,Casado(a),31,92265,93873,1473,2946,1473,540,Não
1872,50000,Feminino,Pós-Graduação,Solteiro(a),26,41003,42032,42699,43617,44509,45420,Não
1873,130000,Feminino,Ensino Médio,Solteiro(a),32,119312,116259,103438,49319,91191,82168,Não
1874,30000,Feminino,Superior,Solteiro(a),22,27358,28612,29183,28983,13100,0,Não
1875,140000,Masculino,Superior,Casado(a),34,430,430,702,430,430,430,Sim
1876,210000,Feminino,Superior,Casado(a),32,164015,155235,151267,149478,145041,107495,Não
1877,50000,Masculino,Superior,Casado(a),38,48797,47153,43238,17253,16307,16651,Não
1878,310000,Masculino,Superior,Casado(a),29,31132,45718,62992,62473,69837,69898,Não
1879,300000,Feminino,Pós-Graduação,Casado(a),31,0,1110,12192,7639,1722,4064,Não
1880,30000,Feminino,Superior,Solteiro(a),47,16039,17080,17302,17521,17893,18252,Sim
1881,90000,Feminino,Ensino Médio,Casado(a),40,89928,81721,76947,46589,47730,49488,Não
1882,150000,Feminino,Superior,Casado(a),34,39465,42829,41845,42844,43999,45110,Sim
1883,90000,Masculino,Pós-Graduação,Solteiro(a),25,32755,31325,28034,29753,30601,33083,Não
1884,80000,Feminino,Ensino Médio,Solteiro(a),65,84985,84247,81619,30095,20639,7849,Não
1885,100000,Feminino,Pós-Graduação,Solteiro(a),28,555,712,712,712,862,712,Sim
1886,10000,Masculino,Superior,Solteiro(a),33,0,0,0,0,0,0,Não
1887,210000,Masculino,Pós-Graduação,Solteiro(a),31,161159,165071,173443,179686,197458,138218,Não
1888,170000,Feminino,Superior,Casado(a),41,21170,9698,7360,6380,11937,6378,Não
1889,90000,Feminino,Superior,Casado(a),32,85997,83779,88577,86365,91105,89347,Não
1890,210000,Feminino,Ensino Médio,Solteiro(a),36,0,4866,0,0,5916,0,Sim
1891,50000,Feminino,Pós-Graduação,Solteiro(a),26,36806,38212,39141,35524,30842,17043,Não
1892,150000,Masculino,Pós-Graduação,Casado(a),30,-819,35457,819,2145,17000,23698,Não
1893,80000,Feminino,Pós-Graduação,Solteiro(a),30,0,1313,880,0,0,0,Não
1894,130000,Feminino,Pós-Graduação,Casado(a),38,64942,66775,0,0,0,0,Sim
1895,100000,Masculino,Superior,Solteiro(a),30,72652,90461,89011,96593,105083,103522,Sim
1896,160000,Masculino,Pós-Graduação,Casado(a),41,53935,57997,-3,-3,2987,1993,Não
1897,250000,Masculino,Superior,Solteiro(a),31,14451,15774,16780,16807,17158,17500,Não
1898,500000,Feminino,Superior,Casado(a),42,60246,74832,126778,82611,71338,29756,Não
1899,260000,Masculino,Superior,Solteiro(a),32,106093,95060,90948,84986,84491,72248,Não
1900,50000,Feminino,Superior,Casado(a),44,1473,390,390,390,390,0,Não
1901,30000,Feminino,Superior,Solteiro(a),22,27388,29016,26941,27491,6726,0,Não
1902,110000,Feminino,Superior,Solteiro(a),42,57046,51005,48572,49299,47126,48215,Não
1903,500000,Masculino,Pós-Graduação,Casado(a),39,6057,9418,7667,6222,9435,7235,Não
1904,310000,Feminino,Pós-Graduação,Solteiro(a),32,35064,38195,39233,39577,42996,46319,Não
1905,580000,Masculino,Superior,Casado(a),37,110417,89301,82057,27666,20226,276422,Não
1906,340000,Feminino,Pós-Graduação,Casado(a),36,185268,326074,276519,251815,218706,165666,Não
1907,360000,Feminino,Superior,Casado(a),42,22237,5683,1632,1632,22379,8901,Não
1908,290000,Feminino,Pós-Graduação,Solteiro(a),29,578,7124,7620,0,4788,0,Não
1909,30000,Masculino,Superior,Solteiro(a),36,20424,19809,22478,24111,23447,24951,Não
1910,80000,Feminino,Pós-Graduação,Solteiro(a),29,26524,23224,23141,22160,21478,20441,Não
1911,360000,Masculino,Pós-Graduação,Casado(a),38,780,0,390,390,390,390,Sim
1912,170000,Feminino,Pós-Graduação,Solteiro(a),31,1561,1239,7315,10730,1686,9445,Não
1913,100000,Masculino,Superior,Casado(a),42,56256,57685,58156,61103,59358,60060,Não
1914,450000,Masculino,Superior,Solteiro(a),37,457627,38692,4549,16885,6440,7440,Não
1915,260000,Feminino,Pós-Graduação,Solteiro(a),33,0,204,-810,2190,810,0,Não
1916,240000,Feminino,Pós-Graduação,Solteiro(a),29,25700,28677,22081,3428,67,1832,Não
1917,110000,Feminino,Superior,Solteiro(a),28,5660,1150,0,0,0,0,Não
1918,240000,Feminino,Superior,Solteiro(a),26,184501,177846,167934,169133,175175,146093,Não
1919,220000,Feminino,Superior,Solteiro(a),35,34819,30937,30348,23459,23200,21281,Não
1920,20000,Masculino,Superior,Casado(a),33,2508,3448,-202,-202,950,0,Não
1921,100000,Feminino,Pós-Graduação,Casado(a),51,0,0,0,300,150,780,Sim
1922,300000,Masculino,Pós-Graduação,Solteiro(a),32,264,264,264,264,414,264,Não
1923,20000,Masculino,Superior,Solteiro(a),33,8488,10179,11901,11901,9336,9054,Sim
1924,360000,Feminino,Pós-Graduação,Solteiro(a),30,139762,143515,147037,146117,145884,147645,Não
1925,220000,Masculino,Pós-Graduação,Solteiro(a),28,221268,219545,216317,181012,181435,183283,Sim
1926,470000,Feminino,Superior,Solteiro(a),26,169699,170309,167876,170610,173643,178083,Não
1927,70000,Feminino,Superior,Solteiro(a),22,65793,26665,22630,14573,15127,12596,Não
1928,120000,Feminino,Pós-Graduação,Solteiro(a),26,10172,12400,14256,16859,17477,21588,Não
1929,50000,Masculino,Superior,Solteiro(a),35,18510,19418,21097,21759,22421,23061,Não
1930,470000,Masculino,Superior,Casado(a),49,169260,161760,154424,147137,138240,125866,Não
1931,130000,Masculino,Superior,Casado(a),49,24008,21231,14323,7722,4689,-3614,Não
1932,20000,Feminino,Pós-Graduação,Solteiro(a),24,390,707,1320,930,780,240,Sim
1933,260000,Feminino,Pós-Graduação,Solteiro(a),36,1891,2438,2280,746,1989,1668,Não
1934,20000,Masculino,Pós-Graduação,Casado(a),39,628,662,596,630,664,598,Não
1935,300000,Feminino,Pós-Graduação,Solteiro(a),28,1314,168,1080,1080,0,0,Sim
1936,460000,Feminino,Superior,Solteiro(a),35,449790,450047,453770,396600,392879,398478,Não
1937,20000,Feminino,Pós-Graduação,Solteiro(a),24,0,20087,2110,300,150,650,Sim
1938,360000,Feminino,Superior,Solteiro(a),27,238971,245515,248969,253896,259403,264352,Sim
1939,290000,Masculino,Pós-Graduação,Casado(a),40,98441,95169,93718,89712,82809,76334,Não
1940,90000,Masculino,Pós-Graduação,Casado(a),30,38921,45577,46496,40244,39903,8629,Não
1941,180000,Feminino,Pós-Graduação,Solteiro(a),26,2049,0,351,631,13359,384,Não
1942,360000,Masculino,Ensino Médio,Casado(a),53,0,0,0,0,0,0,Não
1943,120000,Masculino,Pós-Graduação,Casado(a),45,20877,21909,22922,23376,23866,24339,Não
1944,220000,Masculino,Superior,Solteiro(a),30,217800,189016,137788,106713,96588,22743,Não
1945,220000,Masculino,Pós-Graduação,Solteiro(a),34,203101,185384,149839,142404,120918,87005,Sim
1946,10000,Feminino,Pós-Graduação,Solteiro(a),27,499,0,0,0,0,0,Sim
1947,320000,Feminino,Superior,Solteiro(a),31,104850,101705,93489,95033,96941,108463,Não
1948,320000,Masculino,Pós-Graduação,Casado(a),33,325445,202853,57051,161651,182265,0,Não
1949,90000,Masculino,Superior,Solteiro(a),39,50477,22472,20148,4708,5000,5028,Não
1950,180000,Masculino,Pós-Graduação,Casado(a),50,66114,69436,72560,76169,77988,69293,Não
1951,90000,Feminino,Pós-Graduação,Solteiro(a),28,88345,90260,87535,89335,19715,4709,Não
1952,100000,Masculino,Pós-Graduação,Casado(a),36,23070,18806,20183,21540,25775,0,Não
1953,340000,Masculino,Superior,Casado(a),41,331003,332829,274467,275341,280913,270448,Não
1954,50000,Masculino,Pós-Graduação,Solteiro(a),22,47726,51161,48310,50332,47492,50782,Sim
1955,240000,Feminino,Superior,Casado(a),41,20272,11294,16873,1143,4317,14940,Não
1956,10000,Masculino,Superior,Solteiro(a),41,8722,9592,9289,10140,10417,10104,Não
1957,220000,Feminino,Pós-Graduação,Casado(a),42,2500,2500,2500,2500,2500,2500,Sim
1958,100000,Feminino,Superior,Solteiro(a),37,107669,107529,73323,51125,46879,45538,Não
1959,220000,Feminino,Pós-Graduação,Casado(a),31,3785,1137,377,5763,3952,412,Não
1960,70000,Feminino,Ensino Médio,Casado(a),57,67864,65062,66447,49103,45830,46769,Não
1961,30000,Feminino,Superior,Solteiro(a),37,29657,30320,28991,29066,29340,30786,Sim
1962,130000,Feminino,Ensino Médio,Solteiro(a),53,11085,45677,27951,17255,10400,18776,Não
1963,140000,Feminino,Superior,Casado(a),25,81960,81757,83046,84034,77659,77180,Não
1964,20000,Masculino,Superior,Solteiro(a),32,4485,4843,15992,14897,12792,10042,Não
1965,150000,Feminino,Pós-Graduação,Casado(a),38,0,0,0,0,0,0,Sim
1966,50000,Feminino,Superior,Solteiro(a),26,4136,0,0,0,0,0,Não
1967,90000,Masculino,Superior,Casado(a),29,41073,43480,73960,2442,48063,48186,Não
1968,170000,Feminino,Ensino Médio,Casado(a),37,158920,164353,167455,99297,59888,44262,Não
1969,70000,Masculino,Pós-Graduação,Solteiro(a),30,34985,34146,35271,35986,36905,37641,Sim
1970,200000,Feminino,Pós-Graduação,Solteiro(a),43,830,-6,-6,657,2088,150,Não
1971,200000,Masculino,Pós-Graduação,Casado(a),42,19318,19067,17858,326,326,326,Não
1972,20000,Masculino,Superior,Casado(a),40,20498,19692,20498,19898,19906,18586,Sim
1973,200000,Masculino,Superior,Casado(a),41,96910,92934,99528,100341,102585,108567,Não
1974,170000,Masculino,Superior,Solteiro(a),26,0,0,0,0,0,0,Não
1975,130000,Masculino,Pós-Graduação,Solteiro(a),25,-2000,-2000,-2000,-2000,-2000,-2000,Sim
1976,100000,Feminino,Pós-Graduação,Solteiro(a),27,90118,88435,90147,94425,92853,93816,Não
1977,180000,Masculino,Superior,Solteiro(a),31,28566,32876,39120,38339,42679,46953,Não
1978,230000,Feminino,Ensino Médio,Solteiro(a),26,1200,990,9079,11186,10159,11734,Não
1979,20000,Masculino,Ensino Médio,Solteiro(a),50,2191,1140,12656,1693,303,12303,Não
1980,500000,Feminino,Pós-Graduação,Casado(a),35,35176,36193,44157,48322,21593,13866,Sim
1981,150000,Feminino,Pós-Graduação,Casado(a),38,0,0,0,0,0,0,Sim
1982,80000,Feminino,Ensino Médio,Solteiro(a),40,38503,40118,41199,42264,43083,43471,Sim
1983,230000,Masculino,Superior,Casado(a),29,56171,60250,63574,71941,75882,75619,Não
1984,80000,Masculino,Pós-Graduação,Solteiro(a),37,0,0,0,0,0,0,Sim
1985,230000,Feminino,Superior,Solteiro(a),24,24973,24974,25566,23427,28229,31355,Não
1986,50000,Feminino,Superior,Solteiro(a),49,38947,37799,3,18080,12227,13296,Sim
1987,50000,Masculino,Superior,Solteiro(a),35,48813,50789,49624,19880,20431,19559,Não
1988,10000,Feminino,Pós-Graduação,Solteiro(a),25,10438,10130,9738,9178,8398,0,Não
1989,140000,Masculino,Superior,Solteiro(a),34,135949,130625,117392,111478,109353,97612,Não
1990,50000,Masculino,Superior,Solteiro(a),42,39236,39729,27068,28604,28199,58428,Sim
1991,180000,Masculino,Ensino Médio,Solteiro(a),28,129719,133702,133758,80055,69672,33194,Não
1992,360000,Masculino,Pós-Graduação,Solteiro(a),65,0,0,0,0,0,0,Sim
1993,580000,Masculino,Ensino Médio,Casado(a),67,453985,470915,471175,486776,503914,527711,Não
1994,310000,Feminino,Pós-Graduação,Casado(a),43,14619,1881,13750,9837,7785,14460,Não
1995,20000,Masculino,Ensino Médio,Solteiro(a),52,16735,20373,12071,12567,13949,14318,Não
1996,180000,Feminino,Pós-Graduação,Solteiro(a),43,8657,6847,18762,22928,3129,2398,Não
1997,60000,Feminino,Pós-Graduação,Solteiro(a),24,15050,16203,16891,15474,14612,16354,Não
1998,40000,Feminino,Ensino Médio,Casado(a),59,14769,15271,15383,14548,16274,15650,Não
1999,140000,Feminino,Superior,Casado(a),34,121374,125965,102527,103337,105942,101830,Não
2000,220000,Masculino,Superior,Casado(a),32,8000,8288,8000,0,8000,0,Não
2001,10000,Masculino,Superior,Solteiro(a),22,8602,8728,9721,9609,9503,9771,Sim
2002,20000,Masculino,Pós-Graduação,Casado(a),52,19965,390,390,780,780,10400,Não
2003,50000,Feminino,Pós-Graduação,Solteiro(a),23,15036,15790,18202,18601,19138,18319,Não
2004,50000,Feminino,Superior,Solteiro(a),33,27752,28787,29800,30393,31031,33020,Sim
2005,320000,Feminino,Superior,Solteiro(a),35,98697,100572,103621,103720,100136,102167,Não
2006,20000,Masculino,Superior,Solteiro(a),34,2199,1530,750,2280,1500,780,Não
2007,50000,Masculino,Superior,Casado(a),40,48219,48978,49257,19641,20053,19613,Não
2008,340000,Masculino,Pós-Graduação,Casado(a),49,1960,1052,6730,1346,3684,745,Não
2009,360000,Feminino,Superior,Casado(a),32,-301,-301,-301,-301,-301,-301,Sim
2010,300000,Feminino,Superior,Casado(a),33,0,0,0,0,0,0,Não
2011,40000,Feminino,Superior,Solteiro(a),26,31475,32663,33813,34952,36447,35515,Não
2012,150000,Masculino,Pós-Graduação,Casado(a),51,128968,138260,134573,136026,97517,47027,Não
2013,20000,Feminino,Superior,Solteiro(a),40,18278,17696,19008,19083,21871,21236,Sim
2014,30000,Feminino,Ensino Médio,Casado(a),35,-5,-5,2605,893,895,2328,Não
2015,80000,Feminino,Superior,Casado(a),27,390,0,780,0,0,0,Não
2016,390000,Feminino,Ensino Médio,Casado(a),38,241,0,0,0,739,0,Sim
2017,20000,Feminino,Superior,Solteiro(a),22,5613,5377,6920,6911,6655,7191,Sim
2018,200000,Masculino,Superior,Casado(a),42,68670,69702,70015,72073,71690,73661,Sim
2019,80000,Feminino,Ensino Médio,Casado(a),35,49544,50418,51810,28964,13059,13488,Não
2020,50000,Feminino,Superior,Casado(a),36,50922,50367,41627,42297,43031,45837,Sim
2021,230000,Feminino,Superior,Casado(a),38,10906,9692,9162,10466,9426,8099,Não
2022,190000,Feminino,Superior,Solteiro(a),31,147586,155228,160588,162241,165794,168951,Não
2023,260000,Masculino,Ensino Médio,Casado(a),36,154462,153799,77156,73658,70273,67100,Não
2024,100000,Feminino,Pós-Graduação,Casado(a),39,29449,55139,34181,12592,71340,32453,Não
2025,140000,Masculino,Superior,Solteiro(a),41,132758,83498,84837,85663,79852,81090,Não
2026,20000,Feminino,Superior,Casado(a),42,12426,13143,14152,14435,14802,15256,Sim
2027,80000,Masculino,Superior,Solteiro(a),30,69392,64149,53200,29707,28427,10072,Não
2028,360000,Masculino,Pós-Graduação,Solteiro(a),32,304907,309972,315730,113412,2500,0,Não
2029,70000,Masculino,Superior,Solteiro(a),31,46079,47232,48618,51134,50222,48874,Sim
2030,30000,Feminino,Superior,Casado(a),24,31214,28983,28301,31072,24147,4007,Sim
2031,500000,Feminino,Pós-Graduação,Casado(a),39,358020,360047,369045,382231,204593,211655,Não
2032,320000,Feminino,Superior,Solteiro(a),30,416,416,416,416,1829,1833,Não
2033,500000,Feminino,Pós-Graduação,Casado(a),34,32715,60927,76088,110294,108964,103548,Não
2034,240000,Feminino,Pós-Graduação,Casado(a),27,0,0,402,14350,14129,10222,Não
2035,50000,Feminino,Pós-Graduação,Solteiro(a),25,574,801,686,527,312,442,Não
2036,120000,Feminino,Superior,Casado(a),39,31611,32264,32786,33018,27114,26287,Não
2037,250000,Feminino,Pós-Graduação,Solteiro(a),32,26465,30762,32833,34055,34321,23166,Não
2038,180000,Feminino,Superior,Casado(a),39,65710,58159,60188,61090,62450,63911,Não
2039,10000,Feminino,Superior,Solteiro(a),22,5208,654,9954,9719,6547,654,Não
2040,200000,Feminino,Ensino Médio,Casado(a),53,98426,91948,17042,10075,5107,7789,Não
2041,120000,Feminino,Pós-Graduação,Solteiro(a),29,380,380,380,380,380,380,Não
2042,230000,Masculino,Superior,Casado(a),38,326,326,326,326,326,326,Não
2043,330000,Feminino,Pós-Graduação,Casado(a),36,0,0,0,1983,0,207,Não
2044,50000,Feminino,Superior,Solteiro(a),28,28457,29491,30508,31599,32262,32904,Sim
2045,130000,Masculino,Superior,Solteiro(a),32,27495,0,0,0,0,0,Não
2046,110000,Masculino,Superior,Solteiro(a),26,58112,56620,60732,61938,63097,64492,Sim
2047,30000,Feminino,Ensino Médio,Solteiro(a),40,2208,7808,0,196,46,5346,Não
2048,120000,Feminino,Pós-Graduação,Solteiro(a),25,8676,10599,5814,4426,3038,5184,Não
2049,120000,Feminino,Pós-Graduação,Solteiro(a),28,398,954,0,170,170,0,Não
2050,210000,Feminino,Superior,Casado(a),40,42820,44156,44864,45768,48204,49453,Não
2051,30000,Masculino,Superior,Casado(a),47,15148,14620,15322,16469,16063,17295,Não
2052,50000,Masculino,Ensino Médio,Solteiro(a),27,54529,53143,53782,50982,51740,49062,Não
2053,140000,Feminino,Superior,Solteiro(a),42,176,395,1204,700,748,-784,Não
